Bill Number,Short Title,Ministry,Member,Date of Introduction,Debate/Date Passed in LS,Debate/Date Passed in RS,Status,Act No,Assent Date,Gazeette Notification,Referred to Committee Date
52,"High Court and Supreme Court Judges (Conditoons of Service)Amendment Bill, 1989                                                                                                                         ",,,21 Jul 1989,14 Aug 1989,18 Aug 1989,Assented,32  of 1989,30/08/1989 ,,
59,"Karnataka Appropriation Bill, 1989                                                                                                                                                                      ",,,8 Jul 1989,8 Jul 1989,8 Oct 1989,Assented,28  of 1989,23/08/1989 ,,
49,"The Delhi Motor Vehicles Taxation ( Amendment) Bill, 1989                                                                                                                                               ",,,15 May 1989,21 Jul 1989,27 Jul 1989,Assented,25  of 1989,08/02/1989 ,,
46,"The Appropriation ( No.3) Bill, 1989                                                                                                                                                                    ",,,10 May 1989,5 Oct 1989,5 Nov 1989,Assented,19  of 1989,18/05/1989 ,,
47,"The Small Industries Development Bank of India Bill, 1989                                                                                                                                               ",,,10 May 1989,28 Jul 1989,8 Nov 1989,Assented,39  of 1989,25/10/1989 ,,
XIII                ,"The Assam University Bill, 1989                                                                                                                                                                         ",HUMAN RESOURCE  DEVELOPMENT,,5 May 1989,15 May 1989,11 May 1989,Assented,23  of 1989,23/05/1989 ,,
36,"The Appropriation (No.2) Bill, 1989                                                                                                                                                                     ",,,26 Apr 1989,26 Apr 1989,5 Mar 1989,Assented,12  of 1989,05/06/1989 ,,
37,"The Terrorist and Disruptive Activities (Prevention) Amendment Bill, 1989.                                                                                                                              ",HOME AFFAIRS,,24 Apr 1989,10 May 1989,11 May 1989,Assented,16  of 1989,18/05/1989 ,,
29,"The Representation of the People (Amendment) Bill, 1989.                                                                                                                                                ",,,6 Apr 1989,11 May 1989,12 May 1989,Assented,21  of 1989,22/05/1989 ,,
30,"The Chandigarh Disturbed Areas (Amendment) Bill, 1989.                                                                                                                                                  ",HOME AFFAIRS,,4 Apr 1989,10 May 1989,11 May 1989,Assented,15  of 1989,18/05/1989 ,,
25,"The Appropriation Bill, 1989.                                                                                                                                                                           ",,,27 Mar 1989,27 Mar 1989,29 Mar 1989,Assented,5  of 1989,30/03/1989 ,,
26,"The Punjab Appropriation (Vote on Account) Bill, 1989.                                                                                                                                                  ",,,27 Mar 1989,27 Mar 1989,29 Mar 1989,Assented,9  of 1989,31/03/1989 ,,
27,"The Punjab Appropriation Bill, 1989.                                                                                                                                                                    ",,,27 Mar 1989,27 Mar 1989,29 Mar 1989,Assented,8  of 1989,31/03/1989 ,,
28,"The Delhi Municipal Law (Amendment) Bill, 1989.                                                                                                                                                         ",HOME AFFAIRS,,27 Mar 1989,29 Mar 1989,30 Mar 1989,Assented,10  of 1989,31/03/1989 ,,
16,".The Appropriation (Railways) Bill, 1989.                                                                                                                                                               ",RAILWAYS,,17 Mar 1989,17 Mar 1989,29 Mar 1989,Assented,6  of 1989,30/03/1989 ,,
21,"The Appropriation (Vote on Account) Bill, 1989.                                                                                                                                                         ",,,17 Mar 1989,17 Mar 1989,29 Mar 1989,Assented,4  of 1989,30/03/1989 ,,
